Molecule,SMILES,Formula,TanimotoA,TanimotoS,MW,HeavyAtoms,AromaticHA,FractionCsp3,RotatableBonds,HBA,HBD,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,SilicosITLogP,ConsensusLogP,ESOLLogS,ESOLSolubilitymgml,ESOLSolubilitymoll,AliLogS,AliSolubilitymgml,AliSolubilitymoll,SilicosITLogSw,SilicosITSolubilitymgml,SilicosITSolubilitymoll,logKpcms,LipinskiViolations,GhoseViolations,VeberViolations,EganViolations,MueggeViolations,BioavailabilityScore,PAINSalerts,BrenkAlerts,LeadlikenessViolations,SyntheticAccessibility,TanimotoA3D,TanimotoS3D,
1404,O=C(c1cnc(n(c1=O)C)S)Nc1ccccc1,C12H11N3O2S,0.313000616,0.307077626,261.3,18,12,0.08,3,3,1,71.23,102.79,1.95,1.09,1.13,0.79,1.37,1.26,-2.44,9.44E-01,3.61E-03,-2.84,3.77E-01,1.44E-03,-3.75,4.61E-02,1.77E-04,-7.12,0,0,0,0,0,0.55,0,1,0,2.04,0.80890793,0.742420177,
1405,Sc1ccc(nn1)c1cccnc1,C9H7N3S,0.186386768,0.192692988,189.24,13,12,0,1,3,0,52.52,77.47,1.78,0.92,1.83,0.81,2.25,1.52,-2.21,1.17E+00,6.17E-03,-2.13,1.39E+00,7.37E-03,-3.91,2.33E-02,1.23E-04,-6.8,0,0,0,0,1,0.55,0,1,1,1.95,0.845905264,0.756029327,
1406,Sc1ccc(nn1)c1ccccn1,C9H7N3S,0.200638978,0.203780272,189.24,13,12,0,1,3,0,52.52,77.47,2.08,0.96,1.83,0.81,2.25,1.58,-2.24,1.10E+00,5.82E-03,-2.17,1.27E+00,6.69E-03,-3.91,2.33E-02,1.23E-04,-6.77,0,0,0,0,1,0.55,0,1,1,1.92,0.803703704,0.794931737,
1407,CCOC(=O)Cn1cnc(cc1=O)c1cccs1,C12H12N2O3S,0.326152005,0.354820308,264.3,18,11,0.25,5,4,0,68.78,89.43,2.47,1.11,1.53,0.43,2.78,1.66,-2.3,1.32E+00,5.01E-03,-2.58,6.93E-01,2.62E-03,-3.41,1.03E-01,3.90E-04,-7.12,0,0,0,0,0,0.55,0,0,0,2.76,0.863873943,0.730731092,
1408,COc1ccc(cc1)c1ccc(nn1)S,C11H10N2OS,0.189954926,0.193932183,218.27,15,12,0.09,2,3,0,61.21,73.81,2.43,1.96,2.44,1.67,2.72,2.24,-2.89,2.82E-01,1.29E-03,-3.14,1.60E-01,7.33E-04,-4.42,8.39E-03,3.85E-05,-6.24,0,0,0,0,0,0.55,0,1,1,1.79,0.800696036,0.762822878,
1409,Sc1ccc(nn1)c1ccco1,C8H6N2OS,0.199620973,0.19790454,178.21,12,11,0,1,3,0,46.99,77.72,2.15,1.09,2.03,0.53,2.22,1.6,-2.24,1.02E+00,5.70E-03,-2.31,8.64E-01,4.85E-03,-3.49,5.74E-02,3.22E-04,-6.61,0,1,0,0,1,0.55,0,1,1,2.24,0.840429244,0.757262432,
1410,Sc1ccc2n(n1)c(nn2)c1ccccn1,C10H7N5S,0.341696535,0.368031854,229.26,16,15,0,1,4,0,61.27,94.77,1.92,0.85,1.47,1.3,1.16,1.34,-2.42,8.62E-01,3.76E-03,-2.42,8.65E-01,3.77E-03,-3.6,5.72E-02,2.49E-04,-7.09,0,0,0,0,0,0.55,0,1,1,2.32,0.832644969,0.793687797,
1411,Sc1ccc2n(n1)c(nn2)c1ccncc1,C10H7N5S,0.292727273,0.312714777,229.26,16,15,0,1,4,0,61.27,94.77,1.75,0.81,1.47,1.3,1.16,1.3,-2.4,9.14E-01,3.99E-03,-2.38,9.52E-01,4.15E-03,-3.6,5.72E-02,2.49E-04,-7.12,0,0,0,0,0,0.55,0,1,1,2.18,0.772822118,0.756589291,
1412,Cc1ccc(cc1)c1nnc2n1nc(S)cc2,C12H10N4S,0.30834341,0.331232092,242.3,17,15,0.08,1,3,0,68.44,81.88,2.38,2.25,2.39,3.11,2.13,2.45,-3.35,1.09E-01,4.50E-04,-3.61,6.01E-02,2.48E-04,-4.36,1.05E-02,4.35E-05,-6.18,0,0,0,0,0,0.55,0,1,1,2.23,0.817199017,0.720502092,
1413,Sc1nnc2n1nc(cc2)c1ccco1,C9H6N4OS,0.331521739,0.336348219,218.24,15,14,0,1,4,0,55.74,95.02,2.08,0.99,1.67,1.17,1.14,1.41,-2.44,7.90E-01,3.62E-03,-2.57,5.82E-01,2.67E-03,-3.19,1.41E-01,6.46E-04,-6.93,0,0,0,0,0,0.55,0,1,1,2.4,0.837388824,0.737709631,
1414,Sc1nnc2n1nc(cc2)c1cccnc1,C10H7N5S,0.313904068,0.328947368,229.26,16,15,0,1,4,0,61.27,94.77,1.7,0.82,1.47,1.44,1.16,1.32,-2.41,9.01E-01,3.93E-03,-2.39,9.29E-01,4.05E-03,-3.6,5.72E-02,2.49E-04,-7.12,0,0,0,0,0,0.55,0,1,1,2.28,0.817391304,0.744887478,
1415,COc1ccccc1c1ccc(nn1)S,C11H10N2OS,0.241335854,0.259018332,218.27,15,12,0.09,2,3,0,61.21,73.81,2.26,1.96,2.44,1.67,2.72,2.21,-2.89,2.82E-01,1.29E-03,-3.14,1.60E-01,7.33E-04,-4.42,8.39E-03,3.85E-05,-6.24,0,0,0,0,0,0.55,0,1,1,1.96,0.779528923,0.72683205,
1416,Sc1ccc(nn1)c1ccccc1,C10H8N2S,0.149350649,0.153708134,188.25,13,12,0,1,2,0,54.72,64.58,1.93,1.99,2.43,1.99,2.77,2.22,-2.88,2.49E-01,1.32E-03,-2.97,2.01E-01,1.07E-03,-4.28,9.86E-03,5.24E-05,-6.04,0,0,0,0,1,0.55,0,1,1,1.65,0.805797101,0.788777329,
1417,Sc1ccc(nn1)c1ccc2c(c1)OCO2,C11H8N2O2S,0.261606023,0.263832266,232.26,16,12,0.09,1,4,0,60.78,83.04,2.44,1.8,2.16,1.5,2.65,2.11,-2.9,2.90E-01,1.25E-03,-3.16,1.60E-01,6.87E-04,-4.04,2.12E-02,9.12E-05,-6.44,0,0,0,0,0,0.55,0,1,1,2.26,0.812311051,0.758449213,
1418,COc1cc(cc(c1OC)OC)c1ccc(nn1)S,C13H14N2O3S,0.259887006,0.261502621,278.33,19,12,0.23,4,5,0,74.2,92.27,2.82,1.9,2.46,1.08,2.75,2.2,-2.97,3.01E-01,1.08E-03,-3.46,9.64E-02,3.46E-04,-4.66,6.08E-03,2.18E-05,-6.65,0,0,0,0,0,0.55,0,1,0,2.32,0.840914338,0.734546097,
1419,COc1ccc(cc1c1ccc(nn1)S)OC,C12H12N2O2S,0.272613849,0.284462617,248.3,17,12,0.17,3,4,0,67.7,83.04,2.6,1.93,2.45,1.37,2.72,2.21,-2.92,2.99E-01,1.20E-03,-3.3,1.25E-01,5.04E-04,-4.54,7.14E-03,2.88E-05,-6.44,0,0,0,0,0,0.55,0,1,1,2.21,0.802849189,0.816741889,
1420,Fc1ccc(cc1)c1ccc(nn1)S,C10H7FN2S,0.169023136,0.178784267,206.24,14,12,0,1,3,0,54.68,64.58,2.25,2.09,2.99,2.41,3.15,2.58,-3,2.05E-01,9.92E-04,-3.08,1.73E-01,8.39E-04,-4.57,5.62E-03,2.72E-05,-6.07,0,0,0,0,0,0.55,0,1,1,1.76,0.82066427,0.783125813,
1421,COc1cccc(c1)c1ccc(nn1)S,C11H10N2OS,0.213647959,0.217956291,218.27,15,12,0.09,2,3,0,61.21,73.81,2.42,1.96,2.44,1.67,2.72,2.24,-2.89,2.82E-01,1.29E-03,-3.14,1.60E-01,7.33E-04,-4.42,8.39E-03,3.85E-05,-6.24,0,0,0,0,0,0.55,0,1,1,1.92,0.75915493,0.775374224,
1422,Sc1ccc(nn1)c1cccs1,C8H6N2S2,0.205956907,0.207967194,194.28,12,11,0,1,2,0,52.6,92.82,2.06,1.71,2.49,1.41,3.47,2.23,-2.73,3.58E-01,1.84E-03,-3.27,1.03E-01,5.31E-04,-3.55,5.44E-02,2.80E-04,-6.27,0,1,0,0,1,0.55,0,1,1,2.29,0.857288395,0.764319521,
1423,Sc1nnc2n1nc(cc2)c1ccccn1,C10H7N5S,0.331710286,0.345756881,229.26,16,15,0,1,4,0,61.27,94.77,2.08,0.85,1.47,1.44,1.16,1.4,-2.42,8.62E-01,3.76E-03,-2.42,8.65E-01,3.77E-03,-3.6,5.72E-02,2.49E-04,-7.09,0,0,0,0,0,0.55,0,1,1,2.29,0.80986449,0.741911352,
1424,Sc1ccc(nn1)c1ccc(cc1)n1cccn1,C13H10N4S,0.239875389,0.263374486,254.31,18,17,0,2,3,0,71.84,82.4,2.47,1.96,2.62,1.99,2.22,2.25,-3.22,1.54E-01,6.05E-04,-3.32,1.23E-01,4.84E-04,-4.81,3.90E-03,1.53E-05,-6.46,0,0,0,0,0,0.55,0,1,0,1.89,0.808539834,0.782835302,
1425,Sc1ccc(nn1)c1cccc(c1)[N+](=O)[O-],C10H7N3O2S,0.235736677,0.243432574,233.25,16,12,0,2,4,0,63.54,110.4,1.58,1.82,2.34,1.72,0.52,1.6,-2.86,3.25E-01,1.39E-03,-3.76,4.07E-02,1.74E-04,-3.67,5.01E-02,2.15E-04,-6.43,0,0,0,0,0,0.55,0,3,1,2.14,0.815896796,0.7775571,
1426,Sc1ccc(nn1)c1ccncc1,C9H7N3S,0.15562701,0.165673421,189.24,13,12,0,1,3,0,52.52,77.47,1.53,0.92,1.83,0.81,2.25,1.47,-2.21,1.17E+00,6.17E-03,-2.13,1.39E+00,7.37E-03,-3.91,2.33E-02,1.23E-04,-6.8,0,0,0,0,1,0.55,0,1,1,1.69,0.849711962,0.766519824,
1427,Sc1ccc(nn1)c1ccccc1C,C11H10N2S,0.209317167,0.212514758,202.28,14,12,0.09,1,2,0,59.69,64.58,2.36,2.36,2.74,2.28,3.21,2.59,-3.15,1.43E-01,7.09E-04,-3.36,8.90E-02,4.40E-04,-4.67,4.30E-03,2.13E-05,-5.86,0,0,0,0,0,0.55,0,1,1,1.87,0.820076563,0.76368066,
1428,COc1cccc(c1)c1ccc2n(n1)c(S)nn2,C12H10N4OS,0.334954407,0.349570201,258.3,18,15,0.08,2,4,0,69.96,91.11,2.43,1.86,2.09,1.87,1.65,1.98,-3.1,2.06E-01,7.98E-04,-3.39,1.04E-01,4.03E-04,-4.1,2.05E-02,7.94E-05,-6.56,0,0,0,0,0,0.55,0,1,0,2.28,0.806417461,0.716492002,
1429,Sc1nnc2n1nc(cc2)c1cccc(c1)[N+](=O)[O-],C11H7N5O2S,0.354954955,0.367497169,273.27,19,15,0,2,5,0,72.29,127.7,1.75,1.71,1.99,2,-0.54,1.38,-3.06,2.36E-01,8.63E-04,-4.01,2.69E-02,9.83E-05,-3.35,1.22E-01,4.48E-04,-6.75,0,0,0,0,0,0.55,0,3,0,2.4,0.801038624,0.770711734,
1430,Cc1ccc(cc1)c1ccc2n(n1)c(S)nn2,C12H10N4S,0.304294479,0.31624424,242.3,17,15,0.08,1,3,0,68.44,81.88,2.4,2.25,2.39,2.43,2.13,2.32,-3.35,1.09E-01,4.50E-04,-3.61,6.01E-02,2.48E-04,-4.36,1.05E-02,4.35E-05,-6.18,0,0,0,0,0,0.55,0,1,1,2.2,0.82690277,0.729589952,
1431,Sc1nnc2n1nc(cc2)c1ccccc1,C11H8N4S,0.288888889,0.301100174,228.27,16,15,0,1,3,0,63.47,81.88,2.12,1.88,2.08,2.56,1.68,2.06,-3.07,1.95E-01,8.56E-04,-3.22,1.37E-01,6.00E-04,-3.98,2.41E-02,1.06E-04,-6.36,0,0,0,0,0,0.55,0,1,1,2.07,0.79300366,0.752358927,
1432,Cc1ccccc1c1nnc(n1N)S,C9H10N4S,0.251987768,0.272202999,206.27,14,11,0.11,1,2,1,57.82,95.53,1.84,1.69,1.26,2.16,0.99,1.59,-2.7,4.13E-01,2.00E-03,-3.31,1.01E-01,4.89E-04,-2.7,4.12E-01,2.00E-03,-6.36,0,0,0,0,0,0.55,0,1,1,2.35,0.861497899,0.78381877,
1433,CC(=O)Nc1ccc(nn1)c1ccc(cc1)S,C12H11N3OS,0.236155315,0.246884273,245.3,17,12,0.08,3,3,1,69.03,93.68,1.51,1.17,2.2,1.83,2.27,1.8,-2.42,9.28E-01,3.78E-03,-2.73,4.54E-01,1.85E-03,-4.67,5.20E-03,2.12E-05,-6.97,0,0,0,0,0,0.55,0,1,1,2.11,0.834945248,0.746636569,
1434,COCC(=O)Nc1ccc(nn1)c1ccc(cc1)S,C13H13N3O2S,0.259609326,0.27390791,275.33,19,12,0.15,5,4,1,74.92,102.91,1.55,1.05,1.83,1.28,2.17,1.57,-2.35,1.24E+00,4.51E-03,-2.8,4.34E-01,1.58E-03,-4.81,4.24E-03,1.54E-05,-7.23,0,0,0,0,0,0.55,0,1,0,2.35,0.816382628,0.748646761,
1435,COc1ccc(cc1)c1ncnc(c1)S,C11H10N2OS,0.198966408,0.21021021,218.27,15,12,0.09,2,3,0,61.21,73.81,2.56,2.32,2.44,1.27,2.72,2.26,-3.11,1.68E-01,7.68E-04,-3.51,6.77E-02,3.10E-04,-4.42,8.39E-03,3.85E-05,-5.98,0,0,0,0,0,0.55,0,1,1,1.67,0.810320074,0.753833287,
1436,CCCc1cc(S)ncn1,C7H10N2S,0.118073879,0.116195063,154.23,10,6,0.43,2,2,0,43.86,64.58,2.12,1.88,1.72,0.89,2.22,1.77,-2.29,7.86E-01,5.10E-03,-2.86,2.14E-01,1.39E-03,-2.94,1.75E-01,1.14E-03,-5.91,0,1,0,0,1,0.55,0,1,1,1.65,0.857993868,0.808367072,
1437,Sc1ccncn1,C4H4N2S,0.042481457,0.041539401,112.15,7,6,0,0,2,0,29.28,64.58,1.34,0.58,0.77,-0.25,1.38,0.76,-1.54,3.27E+00,2.92E-02,-1.51,3.47E+00,3.10E-02,-1.7,2.22E+00,1.98E-02,-6.57,0,3,0,0,2,0.55,0,1,1,1,0.859093034,0.849915178,
1438,N#CCC(n1ncccc1=O)c1ccccc1,C13H11N3O,0.291386683,0.298115363,225.25,17,12,0.15,3,3,0,63.61,58.68,1.92,0.69,1.75,1.49,1.91,1.55,-2,2.28E+00,1.01E-02,-1.5,7.13E+00,3.17E-02,-3.8,3.59E-02,1.59E-04,-7.18,0,0,0,0,0,0.55,0,0,1,2.48,0.835983534,0.797182606,
1439,CCOC(=O)Cn1nc(ccc1=O)n1cccn1,C11H12N4O3,0.332937685,0.361834655,248.24,18,11,0.27,5,5,0,62.59,79.01,2.42,0.15,-0.01,0.83,0.1,0.7,-1.6,6.30E+00,2.54E-02,-1.37,1.07E+01,4.30E-02,-2.16,1.73E+00,6.98E-03,-7.71,0,0,0,0,0,0.55,0,0,1,2.91,0.833506514,0.78885605,
1440,CCOC(=O)C(n1nc(ccc1=O)n1cccn1)C,C12H14N4O3,0.367501456,0.40212528,262.26,19,11,0.33,5,5,0,67.39,79.01,2.64,0.55,0.55,1.12,0.28,1.03,-1.91,3.22E+00,1.23E-02,-1.78,4.34E+00,1.66E-02,-2.18,1.72E+00,6.55E-03,-7.51,0,0,0,0,0,0.55,0,0,0,3.42,0.817502583,0.791751875,
1441,CCCc1cc(O)nc(n1)S,C7H10N2OS,0.164921466,0.163865546,170.23,11,6,0.43,2,3,1,45.89,84.81,2.1,1.85,1.42,0.69,1.74,1.56,-2.33,7.92E-01,4.65E-03,-3.25,9.53E-02,5.60E-04,-2.38,7.11E-01,4.18E-03,-6.02,0,0,0,0,1,0.55,0,1,1,1.82,0.879996612,0.783817829,
1442,NC(=O)NCc1ccc2c(c1)OCO2,C9H10N2O3,0.173660426,0.170515098,194.19,14,6,0.22,3,3,2,48.38,73.58,1.5,0.48,0.43,0.38,0.55,0.67,-1.47,6.65E+00,3.42E-02,-1.59,4.94E+00,2.54E-02,-2.2,1.23E+00,6.31E-03,-7.14,0,0,0,0,1,0.55,0,0,1,1.87,0.830748136,0.764829296,
1443,CCOC(=O)/C=C\1/NC(=O)N(C1=O)c1ccccc1,C13H12N2O4,0.353753754,0.368689733,260.25,19,6,0.15,4,4,1,73.82,75.71,2.07,1.2,0.43,1.01,1.02,1.15,-2.18,1.72E+00,6.62E-03,-2.39,1.07E+00,4.11E-03,-2.91,3.22E-01,1.24E-03,-7.04,0,0,0,0,0,0.55,0,2,0,2.82,0.787952987,0.686119874,
1444,CCOC(=O)c1nc(sc1N)S,C6H8N2O2S2,0.216981132,0.218150087,204.27,12,5,0.33,3,3,1,49.86,132.25,2.14,2.19,1.2,-0.3,1.83,1.41,-2.6,5.17E-01,2.53E-03,-4.6,5.12E-03,2.51E-05,-1.53,5.99E+00,2.93E-02,-5.99,0,0,0,1,0,0.55,0,1,1,2.84,0.871360641,0.829645816,
1445,O=Cc1ccc(cc1C(=O)O)Br,C8H5BrO3,0.139429313,0.14047619,229.03,12,6,0,2,3,1,46.49,54.37,1.21,2.5,1.96,1.71,2.05,1.88,-3.07,1.94E-01,8.45E-04,-3.29,1.18E-01,5.16E-04,-2.58,6.04E-01,2.64E-03,-5.92,0,1,0,0,0,0.85,0,1,1,1.4,0.822050968,0.78519718,
1446,OB(CCNC(=O)OCc1ccccc1)O,C10H14BNO4,0.106159895,0.108643457,223.03,16,6,0.3,7,4,3,59.44,78.79,0,0.73,0.23,0.13,-1.04,0.01,-1.5,7.08E+00,3.18E-02,-1.96,2.43E+00,1.09E-02,-2.25,1.25E+00,5.61E-03,-7.14,0,0,0,0,0,0.55,0,1,1,2.18,0.804680993,0.737299095,
1447,COCc1cc(C=O)ccc1OC,C10H12O3,0.143870968,0.15274463,180.2,13,6,0.3,4,3,0,49.18,35.53,1.94,1.52,1.5,0.86,2.34,1.63,-1.99,1.83E+00,1.02E-02,-1.87,2.41E+00,1.33E-02,-3,1.78E-01,9.89E-04,-6.32,0,0,0,0,1,0.55,0,1,1,1.54,0.843649039,0.813774105,
1448,NCc1cc(C=O)ccc1OC.Cl,C9H12ClNO2,0.137548892,0.135360763,201.65,13,6,0.22,3,3,1,52.96,52.32,0,1.52,1.62,0.86,1.59,1.12,-2.19,1.30E+00,6.44E-03,-2.23,1.20E+00,5.93E-03,-2.51,6.22E-01,3.08E-03,-6.45,0,0,0,0,0,0.55,0,1,1,1.29,0.817602831,0.828668753,
1449,COc1ccc(cc1CN(C)C)C=O.Cl,C11H16ClNO2,0.166989039,0.166469194,229.7,15,6,0.36,4,3,0,62.76,29.54,0,2.5,2.22,1.43,1.95,1.62,-2.87,3.09E-01,1.35E-03,-2.77,3.94E-01,1.71E-03,-2.99,2.33E-01,1.02E-03,-5.93,0,0,0,0,0,0.55,0,1,1,1.53,0.836933856,0.829584546,
1450,N#CCc1cc(C=O)ccc1OC,C10H9NO2,0.161248375,0.157738095,175.18,13,6,0.2,3,3,0,47.84,50.09,1.58,1.52,1.57,0.78,2.32,1.55,-2.03,1.65E+00,9.39E-03,-2.18,1.16E+00,6.60E-03,-2.96,1.92E-01,1.09E-03,-6.29,0,0,0,0,1,0.55,0,1,1,1.35,0.829956023,0.7861653,
1451,COc1cc2OCOc2cc1C#N,C9H7NO3,0.191393706,0.186800236,177.16,13,6,0.22,1,4,0,43.71,51.48,2.1,1.43,1.3,0.26,1.83,1.38,-2.11,1.36E+00,7.68E-03,-2.12,1.36E+00,7.65E-03,-2.36,7.70E-01,4.35E-03,-6.37,0,0,0,0,1,0.55,0,0,1,2.31,0.809824686,0.810436734,
1452,CCOC(=O)Cn1nc(ccc1=O)C1CC1,C11H14N2O3,0.272394881,0.292121909,222.24,16,6,0.55,5,4,0,57.93,61.19,2.51,0.53,0.62,1.16,1.49,1.26,-1.5,7.04E+00,3.17E-02,-1.39,9.13E+00,4.11E-02,-2.23,1.32E+00,5.93E-03,-7.28,0,0,0,0,0,0.55,0,0,1,2.55,0.797587923,0.771627235,
1453,OC(=O)C(c1noc2c1cccc2)Br,C9H6BrNO3,0.287377451,0.297359357,256.05,14,9,0.11,2,4,1,53.42,63.33,1.48,2.1,2.02,1.22,1.93,1.75,-3.09,2.06E-01,8.05E-04,-3.06,2.23E-01,8.70E-04,-3.19,1.64E-01,6.41E-04,-6.37,0,0,0,0,0,0.85,0,1,0,3.07,0.861830173,0.777436184,
1454,CCOC(=O)C(=O)NCC(=O)c1cccs1,C10H11NO4S,0.192234246,0.188999415,241.26,16,5,0.3,7,4,1,58.03,100.71,2.03,1.62,0.61,-0.39,2.12,1.2,-2.13,1.81E+00,7.49E-03,-3.35,1.08E-01,4.50E-04,-2.51,7.49E-01,3.10E-03,-6.62,0,0,0,0,0,0.55,0,1,1,2.21,0.821267894,0.759902333,
1455,CCOC(=O)Cn1cnc2c(c1=O)cccn2,C11H11N3O3,0.288834951,0.32424594,233.22,17,10,0.27,4,5,0,60.77,74.08,1.39,0.44,0.35,0.28,1.03,0.7,-1.73,4.30E+00,1.84E-02,-1.56,6.37E+00,2.73E-02,-2.93,2.73E-01,1.17E-03,-7.41,0,0,0,0,0,0.55,0,0,1,2.23,0.863254635,0.732746642,
1456,Sc1ccc(nn1)n1cccn1,C7H6N4S,0.200379267,0.210588235,178.21,12,11,0,1,3,0,46.41,82.4,1.92,0.63,0.95,0.83,0.83,1.03,-1.95,1.98E+00,1.11E-02,-1.94,2.07E+00,1.16E-02,-2.29,9.12E-01,5.12E-03,-6.94,0,1,0,0,1,0.55,0,1,1,2.1,0.811936031,0.791483254,
1457,CCOC(=O)C(=O)NCC(=O)c1ccc(cc1)F,C12H12FNO4,0.186331399,0.180744241,253.23,18,6,0.25,7,5,1,60.11,72.47,2.26,1.7,1.11,0.94,1.94,1.59,-2.27,1.37E+00,5.42E-03,-2.84,3.68E-01,1.45E-03,-3.52,7.70E-02,3.04E-04,-6.64,0,0,0,0,0,0.55,0,1,0,1.78,0.838834798,0.767061924,
1458,O=Cc1cccc(n1)NC(=O)OC(C)(C)C,C11H14N2O3,0.206984127,0.218214075,222.24,16,6,0.36,5,4,1,59.87,68.29,1.34,1.55,2.05,0.62,1.35,1.38,-2.14,1.60E+00,7.21E-03,-2.59,5.66E-01,2.55E-03,-2.93,2.60E-01,1.17E-03,-6.56,0,0,0,0,0,0.55,0,1,1,2.27,0.823514912,0.751806127,
1459,Ic1ccc(o1)C#N,C5H2INO,0.081441923,0.070397112,218.98,8,5,0,0,2,0,36.14,36.93,1.65,1.72,1.76,0.44,2.24,1.56,-2.74,3.95E-01,1.80E-03,-2.11,1.69E+00,7.73E-03,-2.65,4.86E-01,2.22E-03,-6.41,0,2,0,0,0,0.55,0,1,1,2.98,0.862982929,0.827457893,
1460,COc1ccc(cc1)c1ncnc(c1)C#N,C12H9N3O,0.226718048,0.235961768,211.22,16,12,0.08,2,4,0,58.67,58.8,2.09,1.89,2.02,0.35,2.43,1.76,-2.76,3.64E-01,1.72E-03,-2.75,3.78E-01,1.79E-03,-4.39,8.60E-03,4.07E-05,-6.25,0,0,0,0,0,0.55,0,0,1,1.94,0.810579345,0.772818182,
1461,COc1cc(ccc1OC)c1ccc2n(n1)c(S)nn2,C13H12N4O2S,0.359375,0.37400681,288.32,20,15,0.15,3,5,0,76.45,100.34,2.61,1.83,2.1,1.6,1.66,1.96,-3.14,2.10E-01,7.29E-04,-3.56,7.99E-02,2.77E-04,-4.22,1.75E-02,6.05E-05,-6.76,0,0,0,0,0,0.55,0,1,0,2.45,0.766209527,0.764539856,
1462,Sc1nnc2n1nc(cc2)c1ccc2c(c1)OCO2,C12H8N4O2S,0.370880767,0.382485876,272.28,19,15,0.08,1,5,0,69.53,100.34,2.34,1.7,1.81,2.14,1.53,1.9,-3.12,2.08E-01,7.63E-04,-3.42,1.03E-01,3.78E-04,-3.72,5.18E-02,1.90E-04,-6.75,0,0,0,0,0,0.55,0,1,0,2.47,0.812384101,0.716652934,
1463,Cc1ccc(cc1)S(=O)(=O)O.NCC(=O)OCc1ccccc1,C16H19NO5S,0.138421734,0.139548694,337.39,23,12,0.19,5,6,2,86.28,115.07,2.38,-0.55,2.86,2.02,1.18,1.58,-1.64,7.70E+00,2.28E-02,-1.4,1.35E+01,4.01E-02,-2.53,1.00E+00,2.96E-03,-8.75,0,0,0,0,0,0.55,0,1,0,2.55,0.803013722,0.732287823,
1464,CCOC(=O)Cn1nc(ccc1=O)c1cccnc1,C13H13N3O3,0.309808612,0.336177474,259.26,19,12,0.23,5,5,0,68.7,74.08,2.28,0.66,0.87,0.66,1.59,1.21,-2,2.59E+00,9.99E-03,-1.79,4.19E+00,1.62E-02,-3.77,4.42E-02,1.71E-04,-7.41,0,0,0,0,0,0.55,0,0,0,2.78,0.810711431,0.794699737,
1465,CCOC(=O)C(n1nc(ccc1=O)C(F)(F)F)C,C10H11F3N2O3,0.300119332,0.318668923,264.2,18,6,0.5,5,7,0,55.27,61.19,2.26,1.59,2.54,1.57,1.78,1.95,-2.4,1.06E+00,4.01E-03,-2.49,8.63E-01,3.26E-03,-2.54,7.62E-01,2.88E-03,-6.78,0,0,0,0,0,0.55,0,0,0,2.88,0.801332675,0.776606029,
1466,COC(=O)CNC1CCS(=O)(=O)C1.Cl,C7H14ClNO4S,0.147572816,0.142519219,243.71,14,0,0.86,4,5,1,53.66,80.85,0,0.09,0.82,-0.39,-0.14,0.08,-1.14,1.75E+01,7.18E-02,-1.34,1.11E+01,4.55E-02,-1.22,1.46E+01,5.98E-02,-7.72,0,0,0,0,0,0.55,0,0,1,2.79,0.822161188,0.75817613,
1467,COc1cc(C=O)ccc1OC(C)C,C11H14O3,0.149673203,0.13963161,194.23,14,6,0.36,4,3,0,54.43,35.53,2.29,2.02,2.29,1.42,2.54,2.11,-2.37,8.29E-01,4.27E-03,-2.39,7.85E-01,4.04E-03,-3.04,1.77E-01,9.10E-04,-6.05,0,0,0,0,1,0.55,0,1,1,1.56,0.88871084,0.79430553,
1468,Sc1nnc2n1c1ccccc1s2,C8H5N3S2,0.330904675,0.325253664,207.28,13,12,0,0,2,0,55.62,97.23,1.87,3.19,2.23,2.03,2.41,2.35,-3.82,3.15E-02,1.52E-04,-4.9,2.59E-03,1.25E-05,-2.77,3.48E-01,1.68E-03,-5.3,0,1,0,0,0,0.55,0,1,1,2.47,0.822332377,0.81685993,
1469,N#Cc1sc2c(c1N)c(C)cc(n2)C,C10H9N3S,0.393885949,0.412618649,203.26,14,9,0.2,0,2,1,58.67,90.94,1.97,2.89,2.37,0.84,3.27,2.27,-3.4,8.15E-02,4.01E-04,-4.46,7.05E-03,3.47E-05,-3.48,6.78E-02,3.33E-04,-5.49,0,0,0,0,0,0.55,0,0,1,2.55,0.86057058,0.829324782,
1470,CSc1nn2c(n1)ncc(c2)C=O,C7H6N4OS,0.237617555,0.248098303,194.21,13,9,0.14,2,4,0,47.89,85.45,1.13,0.4,0.66,0.23,0.62,0.61,-1.68,4.09E+00,2.11E-02,-1.76,3.37E+00,1.73E-02,-1.79,3.14E+00,1.62E-02,-7.2,0,1,0,0,1,0.55,0,1,1,2.04,0.831660031,0.790089665,
1471,C=CCNC(=O)c1c(N)sc2c1CCCC2,C12H16N2OS,0.390487375,0.408584169,236.33,16,5,0.42,4,1,2,68.29,83.36,2.43,2.96,2.13,1.67,3.47,2.53,-3.14,1.72E-01,7.29E-04,-4.37,1.00E-02,4.23E-05,-3.27,1.25E-01,5.31E-04,-5.64,0,0,0,0,0,0.55,1,1,1,2.81,0.84125964,0.788404012,
1472,O=Cc1c[nH]nc1c1ccccc1,C10H8N2O,0.179354839,0.177830468,172.18,13,11,0,2,2,1,49.41,45.75,1.03,1.34,1.89,0.8,2.71,1.56,-2.25,9.77E-01,5.68E-03,-1.9,2.16E+00,1.25E-02,-3.7,3.47E-02,2.01E-04,-6.4,0,0,0,0,1,0.55,0,1,1,1.79,0.852860803,0.772063065,
